epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,374.28,0.32095,0.27481,1.14055,0.96397,0.98214,0.97613,0.97493,0.21024,0.26801,1.10124,0.0001982,0.0001982,0.0001982
184,376.515,0.32852,0.27809,1.1571,0.96396,0.98214,0.97613,0.97493,0.20881,0.26564,1.0963,0.0001883,0.0001883,0.0001883
185,378.802,0.32179,0.27254,1.15772,0.96398,0.98214,0.97663,0.97543,0.20738,0.26747,1.09421,0.0001784,0.0001784,0.0001784
186,380.795,0.3052,0.26015,1.13795,0.96397,0.98214,0.97663,0.97543,0.20395,0.26498,1.0945,0.0001685,0.0001685,0.0001685
187,382.746,0.30682,0.26507,1.13454,0.96399,0.98214,0.97713,0.97593,0.20019,0.25828,1.09408,0.0001586,0.0001586,0.0001586
188,385.056,0.31819,0.26974,1.16606,0.964,0.98214,0.97636,0.97518,0.19921,0.25483,1.0965,0.0001487,0.0001487,0.0001487
189,387.204,0.35804,0.28911,1.20947,0.964,0.98214,0.97636,0.97518,0.19895,0.25888,1.10236,0.0001388,0.0001388,0.0001388
190,389.313,0.30617,0.26304,1.14209,0.96402,0.98214,0.97636,0.97518,0.19811,0.25767,1.10068,0.0001289,0.0001289,0.0001289
191,392.36,0.23865,0.22463,1.10455,0.964,0.98214,0.97595,0.97476,0.20014,0.26139,1.10787,0.000119,0.000119,0.000119
192,394.337,0.22824,0.21923,1.07601,0.96399,0.98214,0.97595,0.97476,0.19988,0.26429,1.10937,0.0001091,0.0001091,0.0001091
193,396.259,0.21799,0.20781,1.05692,0.96398,0.98214,0.97586,0.97465,0.19983,0.26773,1.11305,9.92e-05,9.92e-05,9.92e-05
194,398.09,0.24009,0.2389,1.08679,0.96398,0.98214,0.97586,0.97474,0.20081,0.2728,1.11629,8.93e-05,8.93e-05,8.93e-05
195,399.956,0.2246,0.2149,1.08762,0.96398,0.98214,0.9761,0.97498,0.20205,0.27451,1.11561,7.94e-05,7.94e-05,7.94e-05
196,401.807,0.24595,0.24246,1.1474,0.96396,0.98214,0.97856,0.97737,0.20778,0.28695,1.11635,6.95e-05,6.95e-05,6.95e-05
197,403.647,0.2191,0.21704,1.08958,0.96397,0.98214,0.97712,0.97502,0.2035,0.28231,1.11396,5.96e-05,5.96e-05,5.96e-05
198,405.483,0.22723,0.2244,1.06999,0.96397,0.98214,0.97768,0.97563,0.20548,0.27847,1.11365,4.97e-05,4.97e-05,4.97e-05
199,407.381,0.21286,0.21251,1.04474,0.96398,0.98214,0.9768,0.97457,0.20519,0.28412,1.10494,3.98e-05,3.98e-05,3.98e-05
200,409.227,0.21657,0.20664,1.06481,0.96398,0.98214,0.97759,0.9754,0.20469,0.28163,1.10049,2.99e-05,2.99e-05,2.99e-05
